# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity    error
0.12100001 907624.08835755 19931.42591926
0.12200001 898445.62823784 23206.85167069
0.12300001 889283.09068630 18194.73289268
0.12400001 880136.24089824 19803.06635328
0.12500001 871007.60472145 23046.86230691
0.12600001 861899.86883229 16419.19327498
0.12700001 852812.25125830 27835.79319287
0.12800001 843745.51168452 26122.36227288
0.12900001 834702.41279393 19532.03737996
0.13000001 825683.59917840 19469.62018632
0.13100001 816689.54536312 19404.54451251
0.13200001 807723.14449977 17725.48524163
0.13300001 798785.81496410 17661.15520146
0.13400001 789876.11259650 17594.49123759
0.13500001 780997.64430479 15932.35269500
0.13600001 772149.70457451 19041.21261261
0.13700001 763335.21211749 17381.14359949
0.13800001 754552.86966973 20452.15649683
0.13900001 745807.72561474 17228.15927415
0.14000001 737096.70907234 23384.39419814
0.14100001 728422.97905334 21721.57425982
0.14200001 719786.03305020 16983.35225084
0.14300001 711190.79178566 21506.41055800
0.14400001 702630.83121331 25979.77620958
0.14500001 694115.78119697 15201.13632528
0.14600001 685639.72141171 22677.53485549
0.14700001 677209.12585578 21047.66062455
0.14800001 668819.75219461 14948.12216678
0.14900001 660474.64286151 19318.88421518
0.15000001 652175.14420154 26589.18188365
0.15100001 643921.88497351 14681.41967014
0.15200001 635716.26269473 17507.62670075
0.15300001 627558.28229336 20295.23580708
0.15400001 619446.62751823 25923.84258501
0.15500001 611386.27597810 17167.72743966
0.15600001 603373.77517834 18472.28899888
0.15700001 595415.38619698 23989.28704209
0.15800001 587503.83558035 14011.96713994
0.15900001 579647.09164712 15302.68394178
0.16000001 571840.83455219 16571.94816756
0.16100001 564090.69749527 16448.88551542
0.16200001 556392.33935627 13603.79333944
0.16300001 548749.66283422 16199.09081159
0.16400001 541161.36746321 20090.61671554
0.16500001 533629.02790825 22588.51781779
0.16600001 526152.55716362 14498.13439714
0.16700001 518732.10254778 18300.86944196
0.16800001 511367.88099573 12963.17639532
0.16900001 504063.16505906 14138.97244752
0.17000001 496815.70857427 16566.32058467
0.17100001 489626.48444542 16422.07306377
0.17200001 482496.10550950 15024.92943509
0.17300001 475425.03702291 18612.89107843
0.17400001 468414.45200528 12295.87994582
0.17500001 461463.17344466 13400.89118972
0.17600001 454570.12414579 13275.72110268
0.17700001 447740.37904958 11954.66868525
0.17800001 440970.31543822 16576.07494025
0.17900001 434261.31284138 12897.56160059
0.18000001 427614.57440059 12770.70986770
0.18100001 421030.26896369 12643.53957422
0.18200001 414505.02911406 11378.16358666
0.18300001 408044.47841987 13514.43376368
0.18400001 401644.77259056 14489.33585569
0.18500001 395308.49418778 13234.92901065
0.18600001 389034.57389669 13094.90437601
0.18700001 382822.97855538 12954.73020636
0.18800001 376673.87656461 13882.31637667
0.18900001 370589.60223061 11617.98457885
0.19000001 364564.63337931 11489.25496380
0.19100001 358607.48196902 12393.47516244
0.19200001 352709.83383160 13274.23522348
0.19300001 346878.06491141 22207.13476497
0.19400001 341108.49744419 10975.16642389
0.19500001 335402.50403124 10846.91749294
0.19600001 329758.64022887 12667.67876302
0.19700001 324178.96972937 10590.92744156
0.19800001 318662.36202224 11414.48634707
0.19900001 313210.00311008 9396.30053737
0.20000001 307818.57611120 11136.87661004
0.20100001 302492.13693222 13748.26827334
0.20200001 297227.20178540 13575.85308319
0.20300001 292025.97222807 12510.39324155
0.20400001 286887.47100715 9703.96916548
0.20500001 281810.85220344 8707.95574468
0.20600001 276797.27400216 10313.46691682
0.20700001 271845.85335051 9329.75012800
