# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity    error
0.25900001 139575.03114919 5987.76911961
0.26000001 137591.04189196 5925.35849944
0.26100001 135627.92214539 10127.33742578
0.26200001 133687.68985073 5273.97961416
0.26300001 131767.95385052 5739.81234132
0.26400001 129869.67061966 6194.78358168
0.26500001 127992.90817179 5617.60900548
0.26600001 126135.85397400 7577.61178606
0.26700001 124300.43244311 5996.25314480
0.26800001 122485.72401711 5436.52911776
0.26900001 120689.70076193 5376.72642338
0.27000001 118914.81308678 4833.88738073
0.27100001 117159.03780871 7170.13345320
0.27200001 115424.41856478 7089.94524586
0.27300001 113708.29548303 7010.11674828
0.27400001 112009.66750800 6006.51870437
0.27500001 110333.19355913 5024.57387247
0.27600001 108673.23357048 6321.52229597
0.27700001 107033.69055318 4909.63561803
0.27800001 105411.77871799 4852.63146294
0.27900001 103809.71574950 4796.00909461
0.28000001 102224.47087134 4739.63781627
0.28100001 100658.38025632 4683.63465500
0.28200001 99110.99780807  5890.16687851
0.28300001 97580.93797676  4572.64297002
0.28400001 96068.50995528  4517.62189447
0.28500001 94574.47004439  5680.14293971
0.28600001 93097.61150088  4809.42283777
0.28700001 91638.34078839  4354.65416038
0.28800001 90195.83154699  5082.98632742
0.28900001 88772.37838166  4633.91837086
0.29000001 87364.39635526  5720.18412212
0.29100001 85974.46669989  4895.38636561
0.29200001 84601.40708885  4833.70162283
0.29300001 83245.21351087  4772.44831649
0.29400001 81905.02625025  4711.58685808
0.29500001 80582.66132268  4293.44439851
0.29600001 79276.16565356  3884.92868176
0.29700001 77986.20546576  4880.37696907
0.29800001 76712.44931851  4128.66421777
0.29900001 75455.60495480  3735.05262208
0.30000001 74214.19481644  3350.77105459
0.30100001 72989.94723394  5620.95610258
0.30200001 71779.92025663  4241.11678914
0.30300001 70587.43594466  4184.42340089
0.30400001 69410.72886502  3493.09509550
0.30500001 68249.24072232  3445.90432721
0.30600001 67102.55764903  4944.11668165
0.30700001 65972.67258185  4571.90642637
0.30800001 64857.60951001  3607.38041173
0.30900001 63758.30022491  4150.66554115
0.31000001 62674.43973355  3800.89157759
0.31100001 61604.78829025  3459.72507418
0.31200001 60551.15894151  3980.02786566
0.31300001 59511.77321465  3924.20651157
0.31400001 58488.35823266  2763.57505734
0.31500001 57479.03080644  3269.40742707
0.31600002 56484.81776126  3491.60917523
0.31700002 55505.19478706  2912.35770837
0.31800002 54540.09832476  3131.69259409
0.31900002 53589.67364809  3086.76534829
0.32000002 52653.80158842  3042.33679983
0.32100002 51731.56196316  3498.08838558
0.32200002 50824.74047020  2708.70467162
0.32300002 49930.56272330  2911.95055591
0.32400002 49050.82799377  2630.35077572
0.32500002 48185.09566840  3534.37693464
0.32600002 47333.61858122  3018.22833175
0.32700002 46495.16460006  2516.31842731
0.32800002 45671.37246212  2479.27057151
0.32900002 44860.25005297  3552.93197244
0.33000002 44063.52259674  2187.75400053
0.33100002 43277.68313652  3017.32021116
0.33200002 42508.37968514  2972.61113215
0.33300002 41750.60058174  2300.87570702
0.33400002 41006.26991136  4121.13032125
0.33500002 40274.10395583  2232.79642905
0.33600002 39555.68057370  2999.30962154
0.33700002 38848.99178109  2166.60837424
0.33800002 38155.95326942  3298.39153658
0.33900002 37474.55235099  2102.32248645
0.34000002 36806.07601583  2447.42014058
0.34100002 36149.57541513  1854.47330662
0.34200002 35505.86388966  2009.45446200
0.34300002 34873.29590041  3059.08566126
0.34400002 34253.91670989  2127.16832843
0.34500002 33645.63454194  1920.82936697
0.34600002 33050.00722155  1892.27825309
0.34700002 32464.35502921  1864.10335406
0.34800002 31891.68241432  2170.38854950
0.34900002 31329.85255986  1809.29907102
0.35000002 30779.36824210  2754.90748499
0.35100002 30240.72728963  2075.72361947
0.35200002 29711.69049875  1887.88090371
0.35300002 29194.23119106  2170.29924954
0.35400002 28687.95846653  1833.16063284
0.35500002 28192.25723240  1957.10658977
0.35600002 27706.32649688  1632.04123960
0.35700002 27231.44719290  1608.56166187
0.35800002 26767.34553030  2306.27460013
