# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity    error
0.46800002 13092.80936187  1013.18710049
0.46900002 13121.90816793  1202.62294059
0.47000002 13151.75218863  929.17133617
0.47100002 13182.24125729  1119.96327030
0.47200002 13213.21108762  1124.97284532
0.47300002 13244.64323433  1224.20243217
0.47400002 13275.81525334  1040.49206980
0.47500002 13307.68051851  1140.20212087
0.47600002 13340.22995556  1240.84154813
0.47700002 13372.25023716  1150.54846494
0.47800002 13404.67383325  1348.37620480
0.47900002 13437.83076055  1548.03817699
0.48000002 13470.67297473  1555.05456191
0.48100002 13504.62171887  1562.21471449
0.48200002 13536.67275750  1471.09798165
0.48300002 13569.51440021  1083.66147137
0.48400002 13602.67471460  1187.51355887
0.48500002 13636.16977511  1292.29987084
0.48600002 13669.52556408  1298.12655672
0.48700002 13702.87636400  1003.05059739
0.48800002 13735.26463479  1410.47439220
0.48900002 13768.44985160  1214.37733447
0.49000002 13800.95156209  1321.37216995
0.49100002 13834.28675997  1225.16449354
0.49200002 13866.55611078  1230.51824760
0.49300002 13898.75129360  1750.82578345
0.49400002 13931.01165381  1137.81543076
0.49500002 13962.54077368  1142.69439108
0.49600002 13994.73276832  1043.30737733
0.49700002 14025.80276351  1152.50026771
0.49800002 14056.93838664  1157.37807693
0.49900002 14087.56040182  1162.22378824
0.50000002 14118.07371058  1167.07061861
